Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total.Injuries
20050113X00046,Accident,MIA05LA046,2005-01-11,"ORLANDO, FL",United States,28.5925,-81.393611,,,Fatal(1),Substantial,,N9336H,CESSNA,172M,No,1.0,Reciprocating,,,Instructional,,1.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,28-02-2006,2.0
20050119X00069,Accident,ATL05FA044,2005-01-11,"HUNTSVILLE, AL",United States,34.629167,-86.755556,KHSV,Huntsville International,Fatal(2),Substantial,,N2467X,CESSNA,T206H,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,29-05-2007,2.0
20050118X00064,Accident,DEN05FA051,2005-01-11,"Rawlins, WY",United States,41.818611,-107.152778,RWL,Rawlins Municipal Airport,Fatal(3),Destroyed,,N41WE,BEECH,BE-90,No,2.0,Turbo Prop,,,Positioning,,3.0,1.0,0.0,0.0,IMC,Approach,Probable Cause,26-01-2006,4.0
20050127X00113,Accident,MIA05LA049,2005-01-12,"JACKSONVILLE, FL",United States,30.345277,-81.52,KCRG,Craig Municipal Airport,Non-Fatal,Substantial,,N350CS,BEECH,B300,No,2.0,Turbo Prop,,,Executive/corporate,,0.0,0.0,0.0,6.0,IMC,Landing,Probable Cause,08-06-2005,0.0
20050120X00089,Accident,LAX05LA064,2005-01-12,"EL CAJON, CA",United States,32.826111,-116.9725,KSEE,Gillespie Field,Fatal(1),Substantial,,N124JH,JIMMY HILL,LANCAIR 235,Yes,1.0,Reciprocating,,,Personal,,1.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,28-03-2006,2.0
20050201X00121,Accident,CHI05CA052,2005-01-12,"CUMBERLAND, WI",United States,45.509722,-91.980556,UBE,Cumberland Municipal,Non-Fatal,Substantial,Airplane,N427KP,PIPER,PA-32R-300,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,IMC,Climb,Probable Cause,30-03-2005,1.0
20050120X00082,Accident,ATL05LA046,2005-01-12,"BAINBRIDGE, GA",United States,30.9,-84.583333,83GA,BROCK AIRPARK,Non-Fatal,Substantial,,N90772,AIR TRACTOR,AT-402A,No,1.0,Turbo Prop,,,Aerial Application,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,20-12-2005,1.0
20050121X00091,Accident,CHI05FA053,2005-01-12,"Eureka Springs, AR",United States,36.463611,-93.825278,,Private Airstrip,Fatal(1),Destroyed,,N500KW,PIPER,PA-23-250,No,2.0,Reciprocating,,,Unknown,,1.0,0.0,0.0,0.0,IMC,Landing,Probable Cause,30-05-2006,1.0
20050308X00283,Accident,CHI05CA054,2005-01-13,"STOCKTON, MO",United States,37.660278,-93.816945,MO3,Stockton Municipal Airport,Non-Fatal,Substantial,Airplane,N714UV,CESSNA,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,28-06-2006,0.0
20050124X00092,Accident,NYC05FA042,2005-01-13,"Swanzey, NH",United States,42.898333,-72.237222,EEN,Dillant-Hopkins,Fatal(1),Destroyed,,N49BA,EMBRAER,EMB-110P1,No,2.0,Turbo Prop,,NSCH,,,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,30-07-2008,1.0
20050118X00065,Accident,SEA05LA036,2005-01-14,"PREVOST, WA",United States,48.674445,-123.178611,2WA3,Stuart Island West Airport,Non-Fatal,Substantial,,N8313Q,CESSNA,U206F,No,1.0,Reciprocating,,NSCH,,West Isle Air (dba: San Juan Airlines),0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,07-07-2005,0.0
20050209X00161,Accident,LAX05LA068,2005-01-14,"YUBA CITY, CA",United States,39.120834,-121.603056,O52,Sutter County Airport,Non-Fatal,Substantial,,N5177V,CESSNA,T210L,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,28-02-2006,0.0
20050124X00101,Accident,LAX05LA065,2005-01-14,"MESA, AZ",United States,33.460833,-111.728334,FFZ,Falcon Field Airport,Non-Fatal,Substantial,,N761YH,CESSNA,T210M,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,28-02-2006,0.0
20050119X00074,Accident,DFW05FA055,2005-01-14,"PATTERSON, LA",United States,29.7,-91.333333,PTN,Harry P Williams Municipal Air,Fatal(1),Substantial,Airplane,N7912R,BEECH,95-B55,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,24-03-2010,1.0
20050125X00104,Accident,MIA05FA050,2005-01-14,"Lakeland, FL",United States,27.988611,-82.018056,KLAL,Lakeland Linder Regional,Fatal(2),Destroyed,,N42WA,CESSNA,T337G,No,2.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,29-08-2006,2.0
20050222X00218,Accident,DFW05LA069,2005-01-14,"Holdenville, OK",United States,35.133333,-96.359444,,,Fatal(1),Destroyed,,N222JN,NOLEN,LITE SQUARED,Yes,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,07-07-2005,1.0
20050124X00100,Accident,LAX05LA069,2005-01-15,"CAMARILLO, CA",United States,34.208056,-119.096666,CMA,Camarillo Airport,Fatal(1),Substantial,,,SLIPSTREAM,REVELATION,Yes,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,28-02-2006,1.0
20050131X00119,Accident,IAD05FA032,2005-01-15,"Coconut Creek, FL",United States,26.258889,-80.173611,,,Fatal(1),Destroyed,,N889JB,CIRRUS DESIGN CORP.,SR22,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,IMC,Maneuvering,Probable Cause,30-05-2006,1.0
20050201X00123,Accident,MIA05LA052,2005-01-16,"SANFORD, FL",United States,28.767778,-81.2375,SFB,Orlando Sanford International,Non-Fatal,Substantial,,N654PJ,PAUL PAJAK,RV-6A,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,08-06-2005,0.0
20050124X00099,Accident,LAX05LA070,2005-01-16,"PAUMA VALLEY, CA",United States,38.315,-116.998055,,,Non-Fatal,Substantial,,N22562,CESSNA,150H,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,28-02-2006,1.0
20050216X00198,Accident,LAX05CA071,2005-01-16,"RIALTO, CA",United States,34.124167,-117.400833,L67,Rialto Muni Airport,Non-Fatal,Substantial,Helicopter,N1122R,ROBINSON,R22B,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-04-2005,0.0
20050120X00079,Accident,NYC05LA043,2005-01-17,"COVINGTON, KY",United States,39.046111,-84.661944,CVG,Cincinnatti/Northern Kentucky,Non-Fatal,Substantial,,N373DL,BOEING,737-247,No,2.0,Turbo Fan,,SCHD,,,0.0,0.0,0.0,14.0,VMC,Standing,Probable Cause,13-09-2005,0.0
20050119X00071,Accident,IAD05LA033,2005-01-17,"CINCINNATI, OH",United States,39.208333,-84.454722,LUK,Cincinnati Municipal Airport,Non-Fatal,Substantial,,N3085Q,GHILES,MCR-01 VLA,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,27-10-2005,0.0
20050203X00129,Accident,ATL05LA047,2005-01-17,"ROSEBORO, NC",United States,34.95,-78.516667,,,Non-Fatal,Substantial,,N9JY,BEECH,C-23,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,31-01-2006,0.0
20050224X00229,Accident,ATL05CA045,2005-01-17,"NASHVILLE, TN",United States,36.116667,-86.666667,KBNA,Nashville International,Non-Fatal,Substantial,Airplane,N24218,CESSNA,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,1.0,1.0,VMC,Approach,Probable Cause,28-04-2005,1.0
20050124X00097,Accident,SEA05FA037,2005-01-18,"HATCH, UT",United States,37.585833,-112.433333,,,Fatal(2),Substantial,,N49J,AERO COMMANDER,AC200D (MEYERS),No,1.0,Reciprocating,,,Personal,,2.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,13-09-2005,3.0
20050211X00179,Accident,MIA05CA051,2005-01-18,"GULF PORT, MS",United States,30.407222,-89.07,KGPT,Gulfport Biloxi International,Non-Fatal,Substantial,Helicopter,N26498,ROBINSON,R22,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-03-2005,0.0
20050203X00128,Accident,DFW05TA056,2005-01-18,"SAN ANTONIO, TX",United States,29.336944,-98.471111,SSF,Stinson Municipal Airport,Non-Fatal,Substantial,,N296RL,SCHWEIZER,269D,No,1.0,Turbo Shaft,,,Instructional,,0.0,0.0,1.0,1.0,VMC,Maneuvering,Probable Cause,30-03-2005,1.0
20050124X00094,Accident,WAS05WA004,2005-01-18,"Cornelia, South Africa",South Africa,-27.293889,28.837777,,,Fatal(5),Destroyed,,N7478S,"AEROSTAR, S.A",600,No,2.0,Reciprocating,,,Personal,,5.0,0.0,0.0,0.0,,,Foreign,,5.0
20050224X00224,Accident,LAX05LA073,2005-01-18,"Casa Grande, AZ",United States,32.954722,-111.766945,CGZ,Casa Grande Municipal,Fatal(1),,,N2157H,CESSNA,172SP,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Standing,Probable Cause,28-02-2006,1.0
20050126X00109,Accident,CHI05FA055B,2005-01-18,"Hollister, OK",United States,34.344444,-98.813889,,,Fatal(1),Destroyed,,N8526M,AIR TRACTOR,AT-502B,No,1.0,Turbo Prop,,,Ferry,,1.0,0.0,1.0,1.0,VMC,Cruise,Probable Cause,31-07-2006,2.0
20050126X00109,Accident,CHI05FA055A,2005-01-18,"Hollister, OK",United States,34.344444,-98.813889,,,Fatal(1),Destroyed,,66-8003,CESSNA,T-37B,No,2.0,Turbo Jet,,,,,1.0,0.0,1.0,1.0,VMC,Cruise,Probable Cause,31-07-2006,2.0
20050216X00193,Accident,IAD05LA034,2005-01-19,"AKRON, OH",United States,41.0375,-81.466945,CAK,AKRON-CANTON REGIONAL,Non-Fatal,Substantial,,N5DS,CESSNA,414,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,IMC,Climb,Probable Cause,28-02-2006,0.0
20050216X00192,Accident,DFW05LA066,2005-01-19,"PINEHURST, TX",United States,30.061667,-95.552778,DWH,DAVID WAYNE HOOKS MEMORIAL,Non-Fatal,Substantial,,N8040T,BELL,206B,No,1.0,Turbo Shaft,,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,07-07-2005,0.0
20050131X00120,Accident,DFW05CA057,2005-01-19,"MALVERN, AR",United States,34.333056,-92.761389,,,Non-Fatal,Substantial,Airplane,N2855F,CESSNA,182J,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-03-2005,0.0
20050211X00175,Accident,DEN05CA050,2005-01-19,"LOGAN, UT",United States,41.788333,-111.853333,LGU,Logan-Cache Airport,Non-Fatal,Substantial,Airplane,N74RQ,GRUMMAN,G-1159,No,2.0,Turbo Jet,Part 91: General Aviation,,Business,,0.0,0.0,0.0,9.0,IMC,Landing,Probable Cause,30-03-2005,0.0
20050314X00311,Accident,CHI05CA057,2005-01-19,"MUNCIE, IN",United States,40.242222,-85.395833,,,Non-Fatal,Substantial,Airplane,N421HG,CESSNA,421C,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,IMC,Landing,Probable Cause,28-04-2005,0.0
20050215X00185,Accident,ANC05TA022,2005-01-19,"EEK, AK",United States,60.1,-159.666667,,,Non-Fatal,Substantial,,N9452N,CESSNA,185,No,1.0,Reciprocating,,,Public Aircraft,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,31-01-2006,0.0
20050224X00228,Accident,DFW05RA063,2005-01-20,"GUERRERO, MEXICO",Mexico,28.377223,-10.035277,,,Fatal(2),Substantial,,N2144C,PIPER,PA-32RT-300,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,,Foreign,,2.0
20050215X00184,Accident,DFW05LA067,2005-01-20,"SALLISAW, OK",United States,35.438055,-94.802778,,,Non-Fatal,Substantial,,N8203U,CESSNA,172F,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,13-09-2005,0.0
20050125X00105,Accident,SEA05FA038,2005-01-20,"Hood River, OR",United States,45.688055,-121.679167,,,Fatal(3),Destroyed,,N6057M,CIRRUS,SR22,No,1.0,Reciprocating,,,Personal,,3.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,27-10-2005,3.0
20050125X00102,Accident,DFW05FA058,2005-01-20,"Abernathy, TX",United States,33.865278,-101.737222,F83,Abernathy Municipal Airport,Fatal(2),Destroyed,,N399RH,BEECH,J-35,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,08-06-2005,2.0
20050126X00107,Accident,SEA05LA039,2005-01-21,"LEWISTON, ID",United States,46.379723,-117.0,LWS,Lewiston-Nez Perce Co.,Non-Fatal,Substantial,,N1535A,PIPER,PA-20,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,08-06-2005,0.0
20050209X00163,Accident,MIA05CA053,2005-01-21,"DAYTONA BEACH, FL",United States,29.080278,-81.046666,7FL6,Spruce Creek Airport,Non-Fatal,Substantial,Airplane,N121HS,LEE HAROLD SWARTHOUT,VELOCITY XLRG,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-03-2005,0.0
20050208X00151,Accident,LAX05LA074,2005-01-21,"PAHOA, HI",United States,19.455833,-115.021389,,,Non-Fatal,Substantial,,N142MK,MDHI,369E,No,1.0,Turbo Shaft,,NSCH,,"K & S Helicopters, Inc. (dba: Paradise Helicopters)",0.0,0.0,0.0,5.0,VMC,Cruise,Probable Cause,25-04-2006,0.0
20050328X00367,Accident,DFW05CA077,2005-01-21,"GRAHAM, TX",United States,33.11,-98.555278,RPH,Graham Municipal AIrport,Non-Fatal,Substantial,Airplane,N832TC,CESSNA,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,08-06-2005,0.0
20050307X00277,Accident,DFW05CA060,2005-01-21,"SAN ANTONIO, TX",United States,29.533611,-98.469723,SAT,San Antonio International,Non-Fatal,Substantial,Airplane,XB-JGI,SABRELINER CORP.,40,No,2.0,Turbo Jet,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,28-04-2005,0.0
20050317X00321,Accident,ANC05CA024,2005-01-22,"BIG LAKE, AK",United States,61.538055,-149.8,,,Non-Fatal,Substantial,Airplane,N5417H,PIPER,PA-19,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,08-06-2005,0.0
20050216X00200,Accident,DFW05FA059,2005-01-22,"Brownwood, TX",United States,31.778334,-98.957778,BWD,Brownwood Regional Airport,Fatal(2),Destroyed,,N1750A,BEECH,BE-36,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,07-07-2005,2.0
20050126X00108,Accident,LAX05LA075,2005-01-23,"LLANO, CA",United States,34.483333,-117.825,46CN,Crystal Airport,Non-Fatal,Substantial,,N6745Z,PIPER,PA-25-235,No,1.0,Reciprocating,,,Glider Tow,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,28-02-2006,0.0
20050224X00230,Accident,DFW05CA076,2005-01-24,"MARSHALL, TX",United States,32.520278,-94.307778,ASL,Harrison County Airport,Non-Fatal,Substantial,Airplane,N8134B,CESSNA,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Standing,Probable Cause,25-07-2007,0.0
20050226X00236,Accident,DFW05CA061,2005-01-24,"MCALISTER, OK",United States,34.882223,-95.783333,MLC,McAlister Regional Airport,Non-Fatal,Substantial,Airplane,N9866M,MAULE,M-4-210C,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,28-04-2005,1.0
20050201X00124,Accident,MIA05CA054,2005-01-25,"PUNTA GORDA, FL",United States,26.920278,-81.990555,KPGD,Charlotte County Airport,Non-Fatal,Substantial,Airplane,N182CR,CESSNA,182S,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-03-2005,0.0
20050208X00150,Accident,LAX05FA076,2005-01-25,"WILLITS, CA",United States,39.351389,-123.269445,UKI,UKIAH MUNI,Non-Fatal,Substantial,,N222V,BEECH,P35,No,1.0,Reciprocating,,,Business,,0.0,0.0,1.0,0.0,VMC,Approach,Probable Cause,14-09-2007,1.0
20050203X00130,Accident,CHI05CA058,2005-01-26,"WILLMAR, MN",United States,45.115556,-95.088889,ILL,Willmar Muni-John L Rice Field,Non-Fatal,Substantial,Airplane,N8205U,CESSNA,172F,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-03-2005,0.0
20050211X00182,Accident,LAX05LA077,2005-01-27,"CHICO, CA",United States,39.719723,-121.870556,,,Non-Fatal,Substantial,,N7337S,CESSNA,182P,No,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,14-09-2007,2.0
20050207X00140,Accident,ANC05LA025,2005-01-27,"TOKSOOK BAY, AK",United States,60.541389,-165.087222,OOK,Toksook Bay,Non-Fatal,Substantial,,N201EH,DE HAVILLAND,DHC-6-200,No,2.0,Turbo Prop,,SCHD,,,0.0,0.0,0.0,8.0,VMC,Landing,Probable Cause,20-12-2005,0.0
20050228X00239,Accident,LAX05CA078,2005-01-28,"CHANDLER, AZ",United States,33.269167,-111.811111,CHD,Chandler Municipal Airport,Non-Fatal,Substantial,Helicopter,N7535Z,ROBINSON,R22,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-04-2005,0.0
20050208X00156,Accident,DFW05CA062,2005-01-28,"CROSBYTON, TX",United States,33.623889,-101.240833,8F3,Crosbyton Municipal,Non-Fatal,Substantial,Airplane,N3138L,CESSNA,310-J,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-03-2005,0.0
20050210X00173,Accident,CHI05FA059,2005-01-28,"KANSAS CITY, MO",United States,39.123056,-94.592777,MKC,Charles B. Wheeler Downtown,Non-Fatal,Substantial,,N911AE,LEARJET,35A,No,2.0,Turbo Fan,,,Business,,0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause,26-02-2007,0.0
20050209X00160,Accident,DEN05LA053,2005-01-29,"PILAR, NM",United States,36.246666,-105.848333,,,Non-Fatal,Substantial,Helicopter,N351LG,EUROCOPTER,AS 350 B3,No,1.0,Turbo Shaft,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,09-06-2014,0.0
20050303X00261,Accident,DEN05CA052,2005-01-29,"ENGLEWOOD, CO",United States,39.57,-104.849166,APA,Centennial Airport,Non-Fatal,Substantial,Helicopter,N9688F,HUGHES,269C,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,28-04-2005,0.0
20050308X00282,Accident,SEA05LA056,2005-01-30,"PRINEVILLE, OR",United States,44.195277,-120.823056,OG21,Dry Creek Airpark,Non-Fatal,Substantial,,N53719,BELLANCA,7GCBC,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,07-07-2005,0.0
20050204X00135,Accident,LAX05LA080,2005-01-30,"GLENDALE, AZ",United States,33.526945,-112.295277,,,Non-Fatal,Substantial,,N1164U,CESSNA,T210N,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,25-04-2007,0.0
20050303X00259,Accident,LAX05CA081,2005-01-30,"RENO, NV",United States,39.4825,-119.768056,RNO,Reno/Tahoe Intl. Airport,Non-Fatal,Substantial,Airplane,N9003M,CESSNA,182P,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,28-04-2005,0.0
20050207X00141,Accident,IAD05LA035,2005-01-30,"ULSTER, NY",United States,41.966667,-74.016667,NONE,Private Airport,Non-Fatal,Substantial,,N3069E,AERONCA,S7CCM,No,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,07-07-2005,2.0
20050209X00169,Incident,SEA05IA040,2005-01-30,"Seattle, WA",United States,47.448889,-122.309444,KSEA,Seattle-Tacoma Int.,Incident,,,N350SW,BOEING,737-3H4,No,2.0,Turbo Fan,,SCHD,,,0.0,0.0,0.0,46.0,VMC,Approach,Probable Cause,07-07-2005,0.0
20050401X00393,Accident,MIA05CA064,2005-01-31,"OCALA, FL",United States,29.1725,-82.224167,OCF,Ocala International Airport,Non-Fatal,Substantial,Airplane,N9572U,GRUMMAN AMERICAN,AA-5A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,08-06-2005,0.0
20050211X00183,Accident,LAX05FA079,2005-01-31,"ADELANTO, CA",United States,34.535,-117.476944,NONE,Adelanto,Fatal(1),Substantial,,N2882A,CESSNA,180,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Go-around,Probable Cause,14-09-2007,1.0
20050207X00139,Accident,NYC05WA046,2005-01-31,"Helsinki, Finland",Finland,60.317223,24.963333,,,Non-Fatal,Destroyed,,,CESSNA,208B,No,,,,NSCH,,,0.0,0.0,1.0,0.0,,,Foreign,07-02-2005,1.0
20050228X00237,Accident,NYC05CA047,2005-02-01,"LANCASTER, PA",United States,40.125,-76.3,LNS,Lancaster Airport,Non-Fatal,Substantial,Helicopter,N59MB,BELL,206B,No,1.0,Turbo Shaft,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,28-04-2005,0.0
20050211X00181,Accident,CHI05CA060,2005-02-01,"BERRIEN SPRINGS, MI",United States,41.951667,-86.367778,,,Non-Fatal,Substantial,Airplane,N9515B,CESSNA,172RG,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-03-2005,0.0
20050208X00152,Accident,ATL05FA048,2005-02-01,"Shallotte, NC",United States,33.982778,-78.347222,,,Fatal(1),Destroyed,,C-GVVS,CESSNA,T210M,No,1.0,Reciprocating,,,Personal,,1.0,0.0,1.0,0.0,VMC,Descent,Probable Cause,27-10-2005,2.0
20050222X00215,Accident,LAX05CA082,2005-02-02,"COALINGA, CA",United States,36.247777,-120.2375,3O8,Harris Ranch Airport,Non-Fatal,Substantial,Airplane,N521JD,CESSNA,172S,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-04-2005,0.0
20050329X00372,Accident,DEN05LA055,2005-02-02,"LOVELAND, CO",United States,40.451667,-105.011667,FNL,FORT COLLINS-LOVELAND MUNI,Non-Fatal,Substantial,,N618MN,CESSNA,172N,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,08-06-2005,0.0
20050323X00353,Incident,IAD05WA036,2005-02-02,"Makassar, Indonesia",Indonesia,-5.066667,119.216667,,,Incident,Minor,,,MCDONNELL DOUGLAS,MD-82,No,,,,SCHD,,,0.0,0.0,0.0,153.0,IMC,,Foreign,23-03-2005,0.0
20050208X00157,Accident,SEA05LA044,2005-02-03,"PUYALLUP, WA",United States,47.104167,-122.287222,1S0,Pierce Co./Thun Field,Non-Fatal,Substantial,,N26AV,SMUZ,RAF 2000 GTX SE,Yes,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,07-07-2005,0.0
20050302X00255,Accident,SEA05LA042,2005-02-03,"PORT ANGELES, WA",United States,48.078056,-123.708611,,,Non-Fatal,Substantial,,N977BE,MAULE,M-7-260,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,08-06-2005,0.0
20050302X00256,Accident,SEA05CA043,2005-02-03,"IDAHO FALLS, ID",United States,43.514444,-112.070278,IDA,Idaho Falls Regional,Non-Fatal,Substantial,Airplane,N5204K,CESSNA,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-04-2005,0.0
20050503X00544,Accident,LAX05LA084,2005-02-03,"DESERT CENTER, CA",United States,33.743055,-115.235833,,Dry Lake Bed,Non-Fatal,Substantial,,N472RA,CESSNA,172M,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-05-2006,0.0
20050207X00138,Accident,CHI05LA067,2005-02-03,"STURTEVANT, WI",United States,42.703333,-87.958889,C89,Sylvania,Non-Fatal,Substantial,,N68714,CESSNA,152,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,28-02-2006,0.0
20050204X00131,Accident,CHI05LA064,2005-02-03,"MINNEAPOLIS, MN",United States,45.145,-93.211389,ANE,Anoka County,Non-Fatal,Substantial,,N1767R,CESSNA,A185F,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,28-02-2006,0.0
20050207X00146,Accident,DFW05FA065,2005-02-03,"Alexandria, LA",United States,31.327223,-92.548333,AEX,Alexandria International Airpo,Fatal(1),Destroyed,,N99452,ERCOUPE,415-C,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,13-09-2005,1.0
20050304X00270,Accident,SEA05CA045,2005-02-04,"REDMOND, OR",United States,44.274167,-121.108056,,,Non-Fatal,Substantial,Airplane,N3127S,CESSNA,182G,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,28-04-2005,1.0
20050215X00191,Accident,LAX05LA085,2005-02-04,"CALEXICO, CA",United States,32.673334,-115.558889,61CL,Johnson Brothers Airport,Non-Fatal,Substantial,,N4530L,AIR TRACTOR,AT-401,No,1.0,Turbo Prop,,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,28-12-2006,0.0
